	CRC_Effect	CRC_Pvalue	CRC_SE	T2D_Effect	T2D_Pvalue	T2D_SE	CD_Effect	CD_Pvalue	CD_SE	UC_Effect	UC_Pvalue	UC_SE	ACVD_Effect	ACVD_Pvalue	ACVD_SE	cirrhosis_Effect	cirrhosis_Pvalue	cirrhosis_SE	schizofrenia_Effect	schizofrenia_Pvalue	schizofrenia_SE	asthma_Effect	asthma_Pvalue	asthma_SE	STH_Effect	STH_Pvalue	RE_Qvalue	STH_SE	BD_Effect	BD_Pvalue	BD_SE	ME/CFS_Effect	ME/CFS_Pvalue	ME/CFS_SE	migraine_Effect	migraine_Pvalue	migraine_SE	RE_Effect	RE_Pvalue	RE_stdErr	RE_conf_int	RE_Var	Zscore	Tau2_DL	Tau2_PM	I2	CRC_Qvalue	CRC_SE_RE	T2D_Qvalue	T2D_SE_RE	CD_Qvalue	CD_SE_RE	UC_Qvalue	UC_SE_RE	ACVD_Qvalue	ACVD_SE_RE	cirrhosis_Qvalue	cirrhosis_SE_RE	schizofrenia_Qvalue	schizofrenia_SE_RE	asthma_Qvalue	asthma_SE_RE	STH_Qvalue	STH_SE_RE	BD_Qvalue	BD_SE_RE	ME/CFS_Qvalue	ME/CFS_SE_RE	migraine_Qvalue	migraine_SE_RE
PWY-5973: cis-vaccenate biosynthesis	-0.057056312797062136	0.4721631419061692	0.07935907505521536	-0.09794075558020647	0.5130053665413365	0.1497186836449117	-0.3559069046864348	0.0020581142524278557	0.11548986338248778	-0.2642313825938407	0.014998715661367125	0.10862945603457176	-0.9589744619507529	2.6791713911385825e-15	0.12132264549737215	-0.8131856923974906	2.204696896257483e-09	0.1357530872229884	-0.2548221182868365	0.10001890135493946	0.1544746372445693	-0.4154045199487159	0.06371671006931155	0.14366219994112397	-0.14616696461931045	0.36148466393628603	0.008264686572907085	0.15983681528561344	0.12234286299203034	0.6556616203435083	0.2522745013448343	-0.05841323256614661	0.7731113352327942	0.2020944199135978	0.014778221488276013	0.9274616730392808	0.13363509648322974	-0.2884307936325669	0.0021556372432580684	0.09401549581957747	-0.4727011654389387;-0.10416042182619509	0.008838913454200988	-3.067906956381812	0.08834631518648563	0.08445776827472574	0.8351066494601044	0.5789943647763461	0.07935907505521536	0.9979133102574148	0.1497186836449117	0.043825727022287285	0.11548986338248778	0.10616737948536337	0.10862945603457176	2.819827889173359e-13	0.12132264549737215	1.0092612458423143e-08	0.1357530872229884	0.5067796739830336	0.1544746372445693	0.30779728672093937	0.14366219994112397	0.7470857829979555	0.15983681528561344	0.9891790865546536	0.2522745013448343	0.9540315356134216	0.2020944199135978	0.979102105920751	0.13363509648322974
PWY-2942: L-lysine biosynthesis III	-0.2339704392855025	0.0005937469224328584	0.06812447619153641	-0.010059327481922398	0.9264228170018988	0.10893035923861492	-0.4278331256151103	0.3275130301260103	0.4369498634740789	-0.1786511766460284	0.09926924684044768	0.10837809574970583	-0.7258604551085874	9.710743788890662e-10	0.1186214723641196	-0.9132016308280946	2.8459505708098273e-11	0.1370995584805614	-0.1314787882077891	0.3946594336314839	0.15401764310625513	-0.4341768052296297	0.05272564267381655	0.14380230852044118	-0.023144961477890646	0.8849560523751463	0.004359152049565465	0.1596291561183965	-0.2466457725484721	0.3699089021721912	0.252995303160491	-0.1413942480028818	0.4857213931785672	0.2023036455434712	-0.025720910124454145	0.8741048926372366	0.13363879776741727	-0.2870380242644694	0.0008322963340459122	0.08589260589120161	-0.45538753181122454;-0.11868851671771424	0.007377539746781281	-3.3418246109339673	0.06433630772562887	0.0628511221364144	0.7877041972147351	0.002784468325892025	0.06812447619153641	0.9979133102574148	0.10893035923861492	0.5767750996721486	0.4369498634740789	0.33768559320433833	0.10837809574970583	1.2388554954918087e-08	0.1186214723641196	2.372800538463934e-10	0.1370995584805614	0.8295606790708986	0.15401764310625513	0.2934672916720651	0.14380230852044118	0.9574524521459916	0.1596291561183965	0.9891790865546536	0.252995303160491	0.9464041765834222	0.2023036455434712	0.979102105920751	0.13363879776741727
PWY-4984: urea cycle	0.06370107914441832	0.5047875170652296	0.09550731530424854	-0.04197125705714457	0.7764914610441511	0.14784119217745234	-0.39957725514417	0.3924346926909164	0.4672268556139762	-0.2232416937096783	0.4973287225134695	0.3289260148310829	-0.862395700934412	7.142975590417197e-13	0.12012037553558128	-0.7534154971725089	2.5250508466226195e-08	0.13501728722097947	-0.12703029730154256	0.4108160814286848	0.15400659679802253	-0.13164288984137087	0.5552384214386297	0.1422912862943954	-0.6622565999533956	5.5656060047124307e-05	0.014283539350797344	0.16394095784907656	0.20315278179087792	0.4596976981013513	0.2526881156555318	-0.38106858366601376	0.06232354596978009	0.20387687224171647	-0.04248317486824432	0.7935580857833624	0.13364834558764693	-0.2848981165865572	0.004977080537509337	0.10144089497039853	-0.48372227072853835;-0.0860739624445761	0.010290255172395424	-2.8085134370087466	0.12041825433533447	0.08847901370186567	0.8333586767369872	0.6093293105402772	0.09550731530424854	0.9979133102574148	0.14784119217745234	0.5968964653534106	0.4672268556139762	0.7772106875643398	0.3289260148310829	1.7811835403164642e-11	0.12012037553558128	8.669341240070995e-08	0.13501728722097947	0.8359084813685159	0.15400659679802253	0.7264970254537915	0.1422912862943954	0.003045181571149801	0.16394095784907656	0.9891790865546536	0.2526881156555318	0.5337155837301272	0.20387687224171647	0.979102105920751	0.13364834558764693
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	-0.10905009321335564	0.3111660630542312	0.10767419889423127	0.040021931357265984	0.6641701990636469	0.09218184543357263	-0.5182192035544388	0.3958604289195561	0.6103607988202527	-0.26510470080764953	0.4494065214104148	0.3504799218720246	-0.7827760019377191	5.3244634269147855e-11	0.11921723023637786	-0.8872418060856195	9.076325744086149e-11	0.1367363896378687	-0.25338251907745146	0.10193477620045104	0.1544676304977243	-0.23984059266367275	0.28296541794987146	0.14264751819629734	-0.4198130990848363	0.00944225962552855	0.010701227824524893	0.16137251980232256	0.10537890823919784	0.7008559185535481	0.2522136982649237	-0.08165741582243369	0.6869862040553868	0.20213552224105996	-0.0002876247119575706	0.9985862422750412	0.13363327312728562	-0.27961783204490864	0.003294650093946805	0.09514631405788009	-0.4661046075983536;-0.09313105649146369	0.00905282107880075	-2.93881938374207	0.1002050784848337	0.07441041332528768	0.8186325087473435	0.41624837287254535	0.10767419889423127	0.9979133102574148	0.09218184543357263	0.599225833333041	0.6103607988202527	0.7374352464961808	0.3504799218720246	8.621535010504328e-10	0.11921723023637786	5.842884697755457e-10	0.1367363896378687	0.5067796739830336	0.1544676304977243	0.500153786990343	0.14264751819629734	0.13909174756067055	0.16137251980232256	0.9891790865546536	0.2522136982649237	0.9540315356134216	0.20213552224105996	0.9985862422750412	0.13363327312728562
TRPSYN-PWY: L-tryptophan biosynthesis	-0.38185479925704097	1.7261915976618527e-06	0.07983430125174874	0.086629026473606	0.5798059614435407	0.15646380064930196	-0.5396641341629383	0.2108539965007505	0.4313101340649691	-0.19424806060198685	0.07325729115935807	0.10844429090736048	-0.5627302229802628	1.6001097406890352e-06	0.11715019473772732	-0.8393365181293851	7.296064220045602e-10	0.13609133121816955	-0.1978921510506474	0.2007619045972384	0.1542276134122142	-0.3414199890766314	0.12698365518584867	0.1431692120408112	-0.08343776311280975	0.6020935678494848	0.003912051958818837	0.15969325172409846	-0.2723118487788457	0.32256030732929664	0.25320423977705186	-0.1930920642657977	0.3416208518499786	0.20252162541814706	0.08658673028982937	0.5938694858533953	0.13369587549984407	-0.2795675090361987	0.00043599255748438814	0.07948399288000836	-0.4353561350810151;-0.12377888299138232	0.00631770512414922	-3.517280636092892	0.051997391448756605	0.04957746573804565	0.7260797272308879	3.521430859230179e-05	0.07983430125174874	0.9979133102574148	0.15646380064930196	0.5767750996721486	0.4313101340649691	0.2827818357121885	0.10844429090736048	5.807294834742103e-06	0.11715019473772732	3.853818536742036e-09	0.13609133121816955	0.6229523804414309	0.1542276134122142	0.3603831904218099	0.1431692120408112	0.8687742133165101	0.15969325172409846	0.9891790865546536	0.25320423977705186	0.9430774082605056	0.20252162541814706	0.979102105920751	0.13369587549984407
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	-0.02466919599932202	0.6595381176620152	0.055996238061464886	0.34195294294474143	0.1164107095244149	0.21780179743452	NA	NA	NA	NA	NA	NA	0.6939089361560142	4.624316627510325e-09	0.11830551273481425	0.8351724553920691	8.714270363084327e-10	0.13603681206659576	0.3386526790957485	0.02932779254252475	0.15495036969530973	-0.0599022044991894	0.7882884727504659	0.14216929149252186	NA	NA	0.044673230822076096	NA	NA	NA	NA	0.05071022931262418	0.8023540252316019	0.20208380689886807	0.048383486164870725	0.7656790018687989	0.13365282290479225	0.2774334930975538	0.0230737825633045	0.12209848474319637	0.03812046300088889;0.5167465231942187	0.014908039976584558	2.272210778709218	0.11999755727926871	0.09744669931136943	0.8856283003204729	0.7272744648813573	0.055996238061464886	0.9979133102574148	0.21780179743452	NA	NA	NA	NA	4.4246302276860145e-08	0.11830551273481425	4.432443690852768e-09	0.13603681206659576	0.3655352788440601	0.15495036969530973	0.8873750126213347	0.14216929149252186	NA	NA	NA	NA	0.9668745666828767	0.20208380689886807	0.979102105920751	0.13365282290479225
CITRULBIO-PWY: L-citrulline biosynthesis	0.05087315043452675	0.6909688104103764	0.1279696789921018	-0.17235363620639965	0.44477282649797134	0.22554698857572314	-0.264685381382953	0.021389207674509917	0.11502844389866099	-0.42999305610729216	8.489713523029964e-05	0.10940915059048896	-0.9138398901524609	3.816288372690197e-14	0.12074640790239036	-0.7259623916742844	7.409569898296744e-08	0.13469689303535853	-0.2518325345533565	0.1040303963771106	0.15446013051537616	0.012305410637907313	0.9560042643315956	0.14213876348953258	-0.4113844117190085	0.010940291259593577	0.012093541091127103	0.16130336807475149	0.08449571444244885	0.7580035067441495	0.2521512725020245	-0.3033868441566875	0.1364942869922812	0.20321035697684328	0.1618654373794995	0.31923315103483396	0.13385192155080924	-0.2763015438302215	0.004040801319231013	0.09610625971199914	-0.46466981286573983;-0.08793327479470317	0.00923641315583023	-2.8749588700903783	0.10125887558855899	0.08624755147985169	0.8301987663406066	0.7497746666155148	0.1279696789921018	0.9979133102574148	0.22554698857572314	0.25809643927241965	0.11502844389866099	0.0019154916136336355	0.10940915059048896	2.0083217561282163e-12	0.12074640790239036	2.4228117445224274e-07	0.13469689303535853	0.5067796739830336	0.15446013051537616	0.9729033296101846	0.14213876348953258	0.1426260953007962	0.16130336807475149	0.9891790865546536	0.2521512725020245	0.7946266366008026	0.20321035697684328	0.979102105920751	0.13385192155080924
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	-0.2059786860062328	0.00024396801111881142	0.05614777597402934	-0.040294333187017264	0.721640867665795	0.11310160792347344	-0.4842075087318412	0.15167744652857176	0.3377489301258502	-0.1882992033289821	0.08236746765156178	0.1083978710929459	-0.7397121334080581	4.859458813058815e-10	0.1187625944444821	-0.8151768849354291	2.0283135778737995e-09	0.13577849471648595	-0.13819635220223286	0.3710091836002346	0.1540350427861994	-0.3809598832809473	0.08882998365280699	0.14342090252286205	0.00741231586669008	0.9630399619034752	0.003912051958818837	0.15962436004196606	-0.267106912147889	0.3318196649034544	0.2531602123591393	-0.07823463685975318	0.6994434577084072	0.20212861389663744	-0.039635623313260974	0.8071109125893536	0.13364639276415471	-0.2761512897909408	0.0006325869159693465	0.08081112640769127	-0.4345410975500157;-0.1177614820318659	0.006530438151279857	-3.4172434176670237	0.05159763940936739	0.0543720302375226	0.7623277023907777	0.0015081658869162886	0.05614777597402934	0.9979133102574148	0.11310160792347344	0.5546185418519491	0.3377489301258502	0.30341485532871226	0.1083978710929459	6.599458581605682e-09	0.1187625944444821	9.389496562741636e-09	0.13577849471648595	0.8044614475538471	0.1540350427861994	0.3096434200497399	0.14342090252286205	0.9854915742864035	0.15962436004196606	0.9891790865546536	0.2531602123591393	0.9540315356134216	0.20212861389663744	0.979102105920751	0.13364639276415471
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	-0.316343394618824	4.7742521989135875e-06	0.06915409662329519	0.034572723831341634	0.8001200501240686	0.13654759829743401	-0.5269278950771421	0.30373710531838816	0.5123503361449382	-0.2018133867882868	0.0627406781754627	0.10844207425651298	-0.5516028802381325	2.5151960964519483e-06	0.1170628307882829	-0.9671986223502572	2.390679237801385e-12	0.13788520833116913	-0.1569552071831111	0.3097918714633006	0.15408820957965186	-0.4245365240316604	0.05815232027624096	0.1437296011033891	-0.062174132342388964	0.69757548176601	0.00665637218482071	0.15966237259258814	0.05066660225054121	0.8533877260732353	0.25207926760839344	-0.2098665609845904	0.3015407519086791	0.20260676876885225	0.0016963480201479606	0.9916621126937772	0.13363329647024855	-0.2754026634933667	0.0015250876604839814	0.08688145902602078	-0.4456903231843674;-0.10511500380236596	0.007548387922490127	-3.16986692650827	0.05848596225337041	0.06354855649198429	0.761705640253541	8.46910824850758e-05	0.06915409662329519	0.9979133102574148	0.13654759829743401	0.5767750996721486	0.5123503361449382	0.2585540079500465	0.10844207425651298	8.751219476084875e-06	0.1170628307882829	3.517713735622039e-11	0.13788520833116913	0.7506269261719337	0.15408820957965186	0.2977429599568149	0.1437296011033891	0.9028294954670224	0.15966237259258814	0.9891790865546536	0.25207926760839344	0.9408987214071324	0.20260676876885225	0.9965835127567736	0.13363329647024855
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	-0.4160079086453814	7.230125280699441e-07	0.08395587368324803	0.07774864278771645	0.6819683492610367	0.1897332815850105	-0.5211563819138437	0.3700751022425912	0.5814318555272271	0.06506081926440863	0.5475885729549002	0.10818631876231448	-0.6126216096371692	1.9328532083280178e-07	0.11756247612971775	-0.7966003543868576	4.392155898434657e-09	0.1355436925395398	-0.016156778717373168	0.9166035596465668	0.15385401910276694	-0.3641554709190181	0.103723711274416	0.1433106221418829	-0.2430933710087607	0.13001748465827492	0.00421119904157212	0.16021228164060172	-0.21258915203717085	0.4392170199249448	0.2527497476133684	-0.2522793087059339	0.21483635709303064	0.2028534639604365	-0.07853647085330329	0.628607416982097	0.13368477794714578	-0.2751668892937782	0.0007336933891044506	0.081490636499618	-0.43488853683302947;-0.11544524175452692	0.006640723837112873	-3.376668794273905	0.06267712850111042	0.05147606315270422	0.7530686545905158	2.1070650818038367e-05	0.08395587368324803	0.9979133102574148	0.1897332815850105	0.5815928573532216	0.5814318555272271	0.8211994777973459	0.10818631876231448	9.324291422434755e-07	0.11756247612971775	1.8464981940357943e-08	0.1355436925395398	0.9903877644022452	0.15385401910276694	0.3215435049506897	0.1433106221418829	0.52975209174595	0.16021228164060172	0.9891790865546536	0.2527497476133684	0.8960592233996099	0.2028534639604365	0.979102105920751	0.13368477794714578
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	-0.3288401280423402	5.818064774398836e-07	0.06580539668995118	0.0856001358478237	0.6478895554288799	0.18743350720658736	-0.531175897643605	0.00035095817955421715	0.148603325362719	-0.1050927604176256	0.33168139461523083	0.10826127361396644	-0.5166706380308822	9.932084340333248e-06	0.11679950982264173	-0.8909088127176975	7.714546521655494e-11	0.13678711245850753	-0.15647205206307427	0.3112789385784085	0.15408675566293806	-0.2602866768922031	0.2440572577506741	0.1427380050735526	-0.4998806444180138	0.002092766466837398	0.0071143704513430255	0.16209757484844742	0.13067578973415012	0.6339136700389729	0.2523076803320149	-0.09078125650926558	0.6542067904373257	0.2021553809887879	0.08243669141450825	0.6116674629519516	0.13369001951720347	-0.27481580988774185	0.0017658580595218965	0.08788415214359893	-0.4470687480891957;-0.10256287168628794	0.007723624197999244	-3.127023509752983	0.05660561923969693	0.06987232520152617	0.7649939767660251	1.8999275678055483e-05	0.06580539668995118	0.9979133102574148	0.18743350720658736	0.01814955157123237	0.148603325362719	0.6335290129952292	0.10826127361396644	2.9862550939096112e-05	0.11679950982264173	5.21048060151158e-10	0.13678711245850753	0.7506269261719337	0.15408675566293806	0.4596031536145872	0.1427380050735526	0.0445294198221513	0.16209757484844742	0.9891790865546536	0.2523076803320149	0.9540315356134216	0.2021553809887879	0.979102105920751	0.13369001951720347
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	-0.18472163248934687	0.14757885623722244	0.1275581562552843	-0.07593673749278566	0.4102852626638653	0.09222431370046504	-0.2738147357702962	0.4435724328408703	0.3573790409301807	-0.1840689713633757	0.08956576852585996	0.10842301843693862	-0.9460526552621225	5.7773040792293084e-15	0.1211551167690308	-1.019585611308907	1.9991383689980087e-13	0.13868593644827434	-0.049532374464006906	0.7482276787312085	0.15387509895834928	-0.25164035552803626	0.2600228474547556	0.14269884384958836	-0.02670310104640974	0.8674242684444053	0.020201217634836354	0.15963092554279135	0.05201217759105267	0.8495411268702792	0.2520814436372603	-0.1863591575919852	0.3586407199306849	0.2024894351102015	-0.033498966366851984	0.8365119817600628	0.13364264465052866	-0.27478719201261437	0.00814798515581705	0.1038549299801075	-0.47834285477362504;-0.07123152925160367	0.01078584648117303	-2.6458752806944017	0.11622150011653366	0.1021404681645389	0.8533944312749472	0.22383707563117755	0.1275581562552843	0.9979133102574148	0.09222431370046504	0.6104258145067664	0.3573790409301807	0.3233324243783544	0.10842301843693862	4.864490034711078e-13	0.1211551167690308	7.48768189115618e-12	0.13868593644827434	0.9205600012378136	0.15387509895834928	0.4784895320742762	0.14269884384958836	0.9465056832313596	0.15963092554279135	0.9891790865546536	0.2520814436372603	0.9430774082605056	0.2024894351102015	0.979102105920751	0.13364264465052866
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	-0.2729433070486882	8.687939096385655e-05	0.06954704999556499	0.021007237844792404	0.8894261966463322	0.15109825792171508	-0.4702642013811806	0.3026418009531213	0.4562196232705043	-0.1349931376275423	0.2125873855384848	0.10829928212210184	-0.6232206888544708	1.2119543502472506e-07	0.11765437275680302	-0.8457022258427124	5.554889961051291e-10	0.13617515749903206	-0.11180448077993477	0.4690373802136494	0.15397166092222095	-0.4030013652667499	0.07197750087333789	0.14357295365096806	-0.028233210074306018	0.8599047408804129	0.003912051958818837	0.15963176411230995	-0.2262625828952477	0.4105139141517475	0.2528439883269903	-0.1989861576212226	0.3271597022790499	0.2025507386608087	-0.027909576821268742	0.8634938059996566	0.1336397780842087	-0.27251645000440766	0.0005217515061912703	0.07855008929880519	-0.42647462503006583;-0.11855827497874949	0.006170116528850269	-3.4693334207139195	0.04879337252999429	0.04812541322101677	0.7242348654384992	0.0007470810854638543	0.06954704999556499	0.9979133102574148	0.15109825792171508	0.5767750996721486	0.4562196232705043	0.5116269745292867	0.10829928212210184	6.803103752721232e-07	0.11765437275680302	2.972226836302769e-09	0.13617515749903206	0.8492914994113857	0.15397166092222095	0.30779728672093937	0.14357295365096806	0.9424294635871856	0.15963176411230995	0.9891790865546536	0.2528439883269903	0.9430774082605056	0.2025507386608087	0.979102105920751	0.1336397780842087
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	-0.2729433070486882	8.687939096385655e-05	0.06954704999556499	0.021007237844792404	0.8894261966463322	0.15109825792171508	-0.4702642013811806	0.3026418009531213	0.4562196232705043	-0.1349931376275423	0.2125873855384848	0.10829928212210184	-0.6232206888544708	1.2119543502472506e-07	0.11765437275680302	-0.8457022258427124	5.554889961051291e-10	0.13617515749903206	-0.11180448077993477	0.4690373802136494	0.15397166092222095	-0.4030013652667499	0.07197750087333789	0.14357295365096806	-0.028233210074306018	0.8599047408804129	0.003912051958818837	0.15963176411230995	-0.2262625828952477	0.4105139141517475	0.2528439883269903	-0.1989861576212226	0.3271597022790499	0.2025507386608087	-0.027909576821268742	0.8634938059996566	0.1336397780842087	-0.27251645000440766	0.0005217515061912703	0.07855008929880519	-0.42647462503006583;-0.11855827497874949	0.006170116528850269	-3.4693334207139195	0.04879337252999429	0.04812541322101677	0.7242348654384992	0.0007470810854638543	0.06954704999556499	0.9979133102574148	0.15109825792171508	0.5767750996721486	0.4562196232705043	0.5116269745292867	0.10829928212210184	6.803103752721232e-07	0.11765437275680302	2.972226836302769e-09	0.13617515749903206	0.8492914994113857	0.15397166092222095	0.30779728672093937	0.14357295365096806	0.9424294635871856	0.15963176411230995	0.9891790865546536	0.2528439883269903	0.9430774082605056	0.2025507386608087	0.979102105920751	0.1336397780842087
ARO-PWY: chorismate biosynthesis I	-0.3030922631354068	8.093766777017564e-06	0.06791696579275172	0.021618683504986524	0.8673846171857733	0.1294675484592418	-0.5421104120807686	0.30654923768141273	0.5301867304572981	-0.20911447893918628	0.05385585110456082	0.10846219453884128	-0.5245666997530538	7.326794767167618e-06	0.11685757531576338	-0.9927172583015988	7.204368791208625e-13	0.13827056117740344	-0.15169271304526274	0.3262445051713945	0.15407261437469005	-0.4311095520323625	0.05440401182006818	0.14377900209421687	-0.0556820686403889	0.7278129309255469	0.008264686572907085	0.15965474094365148	0.11321142481364414	0.679841656056215	0.2522406480520021	-0.20978373999496672	0.30173049350686393	0.2026063310674457	-0.014877400982195553	0.9269762205295592	0.13363512104827596	-0.27199680913865265	0.00216972678525007	0.08871506823255301	-0.44587834287445655;-0.09811527540284876	0.007870363331506538	-3.0659595326653477	0.05949018114404432	0.06724706880104045	0.7676578587232609	0.00012230580907493207	0.06791696579275172	0.9979133102574148	0.1294675484592418	0.5767750996721486	0.5301867304572981	0.23162872617778385	0.10846219453884128	2.3368034825587632e-05	0.11685757531576338	1.3136381508854611e-11	0.13827056117740344	0.7578343149336203	0.15407261437469005	0.2934672916720651	0.14377900209421687	0.9028612429706998	0.15965474094365148	0.9891790865546536	0.2522406480520021	0.9408987214071324	0.2026063310674457	0.979102105920751	0.13363512104827596
PWY-5505: L-glutamate and L-glutamine biosynthesis	-0.2792357461428007	0.0032029239349899985	0.09473453575712673	-0.09588703349868187	0.4930453567588984	0.13988443504934012	-0.6723198293701106	0.2709159765890337	0.6106693333493721	-0.04379975846857068	0.9009302220283256	0.35184391666206305	-0.6530148322588818	3.1591004225271294e-08	0.11792073284069247	-0.666761316909834	6.846701466451775e-07	0.13404409557926686	0.005543880717908968	0.971337594457868	0.15385180455659578	-0.4100882420551658	0.067155457583824	0.14362362248296154	0.15568552174272154	0.33115632595823763	0.006922771102952496	0.15986543897089273	0.1777277968356529	0.5175235044690057	0.2525359171234148	-0.5059442966047066	0.013973686041473391	0.20525844702979534	-0.268209413679173	0.0995171140627054	0.13423274544303027	-0.2711953442850041	0.001644449949032456	0.08615105092175544	-0.4400514040916448;-0.10233928447836341	0.007422003574922898	-3.147905236017498	0.05575960765142994	0.055713616645813424	0.7012177713074585	0.010207105225594228	0.09473453575712673	0.9979133102574148	0.13988443504934012	0.5767750996721486	0.6106693333493721	0.9776600797681764	0.35184391666206305	2.0461250428983406e-07	0.11792073284069247	1.8681066252835309e-06	0.13404409557926686	0.9977009000071466	0.15385180455659578	0.30779728672093937	0.14362362248296154	0.7470857829979555	0.15986543897089273	0.9891790865546536	0.2525359171234148	0.22184825107097728	0.20525844702979534	0.8956540265643488	0.13423274544303027
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	-0.2753657018250134	9.788048531689242e-07	0.056244689585685424	0.07909617091235638	0.6042185462429344	0.15259408693838492	-0.17239562822916826	0.2781063162183153	0.1589510462363089	-0.10810794150180417	0.3179984346278575	0.10826172721456916	-0.8936827156562267	1.2181786764799238e-13	0.12049718128829827	-0.6703593090326564	6.00473611573009e-07	0.1340822732188422	-0.19918601139059075	0.19784800856110552	0.15423254149353274	-0.10573319759899852	0.6355745637472071	0.1422366978028195	-0.2601412024141351	0.10537580872542812	0.003912051958818837	0.16029753345824288	-0.2939746076218343	0.2858947836839115	0.2533965175297203	-0.09596579988056812	0.6358725984317101	0.2021676009355539	-0.15333007649009975	0.34536302967692856	0.1338294867133211	-0.2703266727048862	0.0006442281268699279	0.07922180397238436	-0.42560140849075956;-0.11505193691901286	0.006276094224638895	-3.4122761556795447	0.05202116913989617	0.053629110425582244	0.7631189668847671	2.495952375580757e-05	0.056244689585685424	0.9979133102574148	0.15259408693838492	0.5767750996721486	0.1589510462363089	0.6147608998806093	0.10826172721456916	5.128532227980479e-12	0.12049718128829827	1.6493008531205314e-06	0.1340822732188422	0.6207860188769013	0.15423254149353274	0.7929924123533265	0.1422366978028195	0.4748109969628114	0.16029753345824288	0.9891790865546536	0.2533965175297203	0.9540315356134216	0.2021676009355539	0.979102105920751	0.1338294867133211
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	-0.2383013552663434	9.423274895747902e-05	0.061024970182253	0.017608609483293514	0.8783361938593237	0.11502976387886513	-0.480060398224302	0.2830274762789853	0.4471738144632949	-0.18427239432108816	0.08914858152772243	0.10840151101140147	-0.5685621589312895	1.2588651238200693e-06	0.1171966532498949	-0.937520582637106	9.426184335770877e-12	0.13744836591183088	-0.20830849533237294	0.1781845821423431	0.1542681941747238	-0.3909005535754561	0.08086974997740039	0.14348843872290276	-0.08320171342561816	0.6031203905686789	0.004986654339708623	0.15969285946713316	-0.005804831307032914	0.9831059253275868	0.2520393635185007	-0.16978612161018886	0.4027952106476632	0.2024150458658873	-0.019451506138462974	0.9046200964727578	0.13363643250089405	-0.26962458972737013	0.001011612455549482	0.08202064602539214	-0.4303850559371387;-0.10886412351760155	0.006727386374422675	-3.2872770795282342	0.051170406186884586	0.05547751839265042	0.7529132656561893	0.0007502822255542031	0.061024970182253	0.9979133102574148	0.11502976387886513	0.5767750996721486	0.4471738144632949	0.3233324243783544	0.10840151101140147	4.648966816914466e-06	0.1171966532498949	8.826336241676367e-11	0.13744836591183088	0.5941150305435602	0.1542681941747238	0.30779728672093937	0.14348843872290276	0.8687742133165101	0.15969285946713316	0.9905162714983976	0.2520393635185007	0.9439740519472845	0.2024150458658873	0.979102105920751	0.13363643250089405
PWY-7456: mannan degradation	-0.12457576243597387	0.0411955555928536	0.061019996051272986	-0.04971301928694651	0.5898830007702409	0.09223099102825474	-0.7649667832313763	0.3680195448503272	0.8497843996577171	-0.11933402139434428	0.6999566556549166	0.30965368738197424	-0.8084434567852855	1.3678528169186588e-11	0.11949956653388195	-0.9432244900018076	7.255721110067376e-12	0.13753137382650726	-0.05310799652428061	0.7307412291397513	0.15387862737639532	-0.5188530224258173	0.02087522598820556	0.14450916764856908	-0.2237839013248097	0.1631469433623564	0.023974771574322127	0.1601226473570078	0.20977836267553596	0.4452607095127353	0.2527310984635551	0.003487677700929415	0.9862629084847296	0.20205148933261996	-0.04459864639225004	0.7835298031713354	0.13364988401794772	-0.2694422507611091	0.010184986492194126	0.10486236485202988	-0.47497248587108765;-0.06391201565113055	0.010996115562360232	-2.569484782660739	0.09560020482904688	0.0964462140993222	0.8407771114696646	0.07510536736990013	0.061019996051272986	0.9979133102574148	0.09223099102825474	0.5815928573532216	0.8497843996577171	0.9076124610504129	0.30965368738197424	2.503765373577197e-10	0.11949956653388195	7.117516898447046e-11	0.13753137382650726	0.912304072738272	0.15387862737639532	0.2908931183930494	0.14450916764856908	0.5785674009979861	0.1601226473570078	0.9891790865546536	0.2527310984635551	0.9997729285167744	0.20205148933261996	0.979102105920751	0.13364988401794772
